author,date,source,summary,title,url
RT,24/09/2017,rt,"Police have identified the Antioch church shooter who killed one and injured seven people Sunday as 25-year-old Emanuel Kidega Samson, a Sudan-born longtime US resident. Read Full Article at RT.com","Police identify Tennessee church shooter who killed 1, injured 7",https://www.rt.com/usa/404431-tennessee-church-shooter-samson/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,A group of activists have gathered outside the Alternative for Germany (AfD) election party in Berlin to protest the party’s electoral gains. Read Full Article at RT.com,Protesters gather outside AfD election party (WATCH LIVE VIDEO),https://www.rt.com/news/404430-afd-protest-elections-berlin/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
Ethan Allen and His Green Mountain Boys,24/09/2017,rt,"Lieutenant-General Valery Asapov, of the Russian armed forces, has been killed after coming under shelling from Islamic State (IS, formerly ISIS/ISIL) militants near Deir ez-Zor, the Russian Defense Ministry has announced.","Russian lieutenant-general killed in ISIS shelling near Deir ez-Zor, Syria - MoD",https://www.rt.com/news/404410-russian-general-killed-syria/
RT,24/09/2017,rt,Sunday saw an unprecedented number of NFL players and staff engaging in a protest against the US national anthem after President Donald Trump called for protesting players to be fired. Read Full Article at RT.com,"Wave of anthem protests across NFL as Trump clashes with players & owners (VIDEOS, PHOTOS)",https://www.rt.com/usa/404417-nfl-anthem-protests-trump/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"St. Louis police arrested 22 protesters at the Galleria shopping mall, where dozens gathered to march in defiance of a “not guilty” verdict for a white former police officer in the fatal shooting of a black man. Read Full Article at RT.com",22 arrested in fresh St. Louis mall protests after ex-cop acquitted in black man’s killing (VIDEO),https://www.rt.com/usa/404416-st-louis-protesters-arrested/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"Milo Yiannopoulos’ planned Free Speech Week at Berkeley has been cancelled, but the right wing troll announced he intends to hold a rally instead. The cancellation has fuelled suspicions that the event was never meant to go ahead. Read Full Article at RT.com","Berkeley ‘Free Speech Week’ cancelled, Yiannopoulos to hold rally anyway",https://www.rt.com/usa/404413-berkeley-free-speech-cancelled-yiannopoulos/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"Lieutenant-General Valery Asapov, of the Russian armed forces, has been killed after coming under shelling from Islamic State (IS, formerly ISIS/ISIL) militants near Deir ez-Zor, the Russian Defense Ministry has announced.","Russian lieutenant-general killed in ISIS shelling near Deir ez-Zor, Syria - MoD",https://www.rt.com/news/404410-russian-general-killed-syria/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"At least six people have been injured at the Burnette Chapel Church of Christ in Nashville, Tennessee, according to multiple reports. Emergency services are at the scene. Read Full Article at RT.com",At least 6 injured in shooting at church near Nashville,https://www.rt.com/usa/404404-church-shooting-nashville-police/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"Up to 35,000 people have fled a looming volcanic eruption on the island of Bali after some 300 tremors, increasing in both frequency and intensity, registered between midnight and 6am Sunday. Read Full Article at RT.com","Up to 35,000 evacuated as Bali on high alert for volcanic eruption (VIDEO, PHOTOS)",https://www.rt.com/news/404399-evacuation-bali-volcanic-eruption/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"The right-wing Alternative for Germany (AfD) party will enter parliament for the first time in its history with around 13 percent of the vote in the German parliamentary election, exit polls show. Angela Merkel’s CDU is leading the polls with over 30 percent.",Merkel’s CDU leads parliamentary polls with 32% - exit polls,https://www.rt.com/news/404397-germany-elections-exit-polls/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"There has been no evidence of any interference in the ongoing German federal parliamentary elections thus far, the head of the German Federal Election Committee, Dieter Sarreither, told Russian news agency RIA Novosti. Read Full Article at RT.com",‘No info pointing at that’: German election chief on fears of meddling in parliamentary polls,https://www.rt.com/news/404396-no-interference-german-elections/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"In an entirely predictable development, victims of a new type of ransomware attack are being extorted for 10 nude pictures in order to unlock their computers. Read Full Article at RT.com",Send nudes: Ransomware demands x-rated photos to unlock victim’s device,https://www.rt.com/news/404394-ransomware-virus-demands-nudes/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
Mike Rivero,24/09/2017,rt,"US President Donald Trump took a short break from his verbal sparring with North Korean leader Kim Jong-un to take aim at NFL players who protest police brutality against minorities. “Wouldn’t you love to see one of these NFL owners, when somebody disrespects…",‘Get that son of a bitch off the field’: Trump takes aim at NFL anthem protesters,https://www.rt.com/usa/404290-trump-nfl-kaepernick-protest/
RT,24/09/2017,rt,"The German national character is risk-averse: stability, prosperity and security tend to be the things Germans would vote for. And if Merkel is perceived to deliver them, she will remain in power, says former MI5 intelligence officer Annie Machon. Read Full A…",German elites prepare Russian hacking claim in case elections don9t go their way - ex-MI5 officer,https://www.rt.com/news/404393-germany-merkel-elections-russians/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"North Korea’s state media has released a doctored video worthy of a Hollywood blockbuster, in which a North Korean missile ""destroys"" US B-1B and F-35 jets, while a submarine targets America’s state-of-the-art carrier USS Carl Vinson. Read Full Article at RT.…",US aircraft carrier & bomber ‘under attack’ in doctored N. Korea video (VIDEO),https://www.rt.com/news/404392-pyongyang-destroys-us-bomber-video/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
,24/09/2017,rt,"North Korea’s state media has released a doctored video worthy of a Hollywood blockbuster, in which a North Korean missile ""destroys"" US B-1B and F-35 jets, while a submarine targets America’s state-of-the-art carrier USS Carl Vinson.",US aircraft carrier & bomber under attack in doctored N. Korea video (VIDEO),https://www.rt.com/news/404392-pyongyang-destroys-us-bomber-video/
RT,24/09/2017,rt,"The German parliament’s upper house, the Bundesrat, passed new rules to prevent drivers from covering their faces to avoid speeding tickets in a move that some claim unfairly targets female Muslim drivers. Read Full Article at RT.com",Germany bans face coverings for drivers amid claims of anti-Muslim discrimination,https://www.rt.com/news/404390-germany-face-ban-muslim-discrimination/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"The whole Pacific Rim agenda is predicated on poor relations with North Korea and being on a war footing. The only reason the US is there is to counter China, while North Korea is just theater, geopolitical analyst Patrick Henningsen says. Read Full Article a…",North Korea is US stage-managed geopolitical theater to counter China - analyst,https://www.rt.com/news/404386-north-korea-geopolitical-theater-china/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,"Saudi Arabia is celebrating the Kingdom’s 87th anniversary with music, folk dance performances, and fireworks, but is also showing signs of reform by allowing women to enter public spaces typically reserved for men only, in a historic first. Read Full Article…",Saudi Arabia allows women into sports stadium for 1st time,https://www.rt.com/news/404375-saudi-arabia-women-stadium/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,24/09/2017,rt,Ecuador has decided to extend the political asylum granted to WikiLeaks founder Julian Assange amid ongoing fears for his safety. Read Full Article at RT.com,Ecuador will extend Assange’s asylum over fears for his life - President Moreno to RT,https://www.rt.com/news/404374-ecuador-president-asylum-assange/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
,25/09/2017,rt,Scientists in Singapore have developed a radical new skin-healing patch using the body fat of liposuction patients – a product that could one day help aid the recovery of burn victims and diabetic patients.,"Healing patch from patients fat could soon be used to treat burn victims, researchers say",https://www.rt.com/news/404579-skin-healing-fat-patch/
RT,25/09/2017,rt,Scientists in Singapore have developed a radical new skin-healing patch using the body fat of liposuction patients – a product that could one day help aid the recovery of burn victims and diabetic patients. Read Full Article at RT.com,"Healing patch from patient’s fat could soon be used to treat burn victims, researchers say",https://www.rt.com/news/404579-skin-healing-fat-patch/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,25/09/2017,rt,"After hackers targeted one of the largest counties in Alabama with a ransomware attack last week, officials in Montgomery County were forced to pay a ransom of $37,000 worth of Bitcoin to unlock nearly 70 terabytes of data. Read Full Article at RT.com",Alabama county pays ransom to recover hacked data,https://www.rt.com/usa/404578-alabama-ransomware-payment-bitcoin/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
,25/09/2017,rt,There has been outcry in Australia after after photos emerged of a young puppy strapped to a roof of a SUV that was speeding down a highway.,Puppy strapped to car roof in scorching heat as driver speeds down highway (PHOTO),https://www.rt.com/news/404577-dog-car-roof-highway/
RT,25/09/2017,rt,There has been outcry in Australia after after photos emerged of a young puppy strapped to a roof of a SUV that was speeding down a highway. Read Full Article at RT.com,Puppy strapped to car roof in scorching heat as driver speeds down highway (PHOTO),https://www.rt.com/news/404577-dog-car-roof-highway/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,25/09/2017,rt,"The Federal Bureau of Investigations has marked an upward trend in violent crime in America in its annual report for 2016, saying that last year saw the largest increase in 25 years. Read Full Article at RT.com","Violent crime in US rises again, murders up 8% ? FBI",https://www.rt.com/usa/404576-crime-rise-fbi-ferguson/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
,25/09/2017,rt,"The Federal Bureau of Investigations has marked an upward trend in violent crime in America in its annual report for 2016, saying that last year saw the largest increase in 25 years.","Violent crime in US rises again, murders up 8% FBI",https://www.rt.com/usa/404576-crime-rise-fbi-ferguson/
RT,25/09/2017,rt,"Senator John McCain says his brain cancer is “very, very serious,” and that doctors have forecast his chance of recovery as between 3 percent and 14 percent. Read Full Article at RT.com","John McCain: Cancer prognosis ‘very, very serious’ (VIDEO)",https://www.rt.com/usa/404575-mccain-brain-cancer-prognosis/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,25/09/2017,rt,"Moments after the gavel struck to open the Senate’s only hearing on the Graham-Cassidy Obamacare repeal bill, dozens of activists, many in wheelchairs, broke out into chants and caused the session to go into recess. Read Full Article at RT.com",Protests & arrests disrupt Senate hearing on Obamacare repeal bill (VIDEO),https://www.rt.com/usa/404574-protests-arrests-senate-healthcare-hearing/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,25/09/2017,rt,"The addition of new countries to the extended US travel ban, including Venezuela, is an act of “political and psychological terrorism,” the Venezuelan Foreign Ministry said in a statement. Read Full Article at RT.com",‘Political terrorism’: Venezuela slams US travel ban as new act of aggression,https://www.rt.com/news/404571-venezuela-us-ban-terrorism/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
,25/09/2017,rt,"The addition of new countries to the extended US travel ban, including Venezuela, is an act of “political and psychological terrorism,” the Venezuelan Foreign Ministry said in a statement.",Political terrorism: Venezuela slams US travel ban as new act of aggression,https://www.rt.com/news/404571-venezuela-us-ban-terrorism/
RT,25/09/2017,rt,Whistleblower Chelsea Manning has been denied entry into Canada due to her conviction for passing classified US intelligence documents to WikiLeaks. Read Full Article at RT.com,"Canada blocks Chelsea Manning visit, citing ‘treason’ (PHOTO)",https://www.rt.com/news/404570-chelsea-manning-canada-ban/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,25/09/2017,rt,"After Jewish groups voiced concerns about the far-right Alternative for Germany party making inroads into the Bundestag, AfD co-founder Alexander Gauland said that “Jews have nothing to fear” from his party’s policies. Read Full Article at RT.com",‘Nothing to fear’: ?o-founder of German right-wing AfD tells Jews,https://www.rt.com/news/404569-nothing-scared-afd-jews/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,25/09/2017,rt,Accounting firm Deloitte has revealed a breach that may have compromised some of its blue-chip clients such as the world’s largest banks and American government agencies. Read Full Article at RT.com,Account that! 5mn emails potentially exposed in Deloitte cyber-attack,https://www.rt.com/usa/404565-5mn-emails-potentially-exposed-deloitte/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,25/09/2017,rt,Ride-hailing app Uber has apologized to the city of London after the transport regulator refused to renew its licence to operate in the British capital. Read Full Article at RT.com,Uber CEO apologizes to Londoners: ‘We’ve got things wrong’,https://www.rt.com/uk/404564-uber-apology-london-licence/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,25/09/2017,rt,Read Full Article at RT.com,US Supreme Court orders new briefing on Trump’s revised travel ban,https://www.rt.com/usa/404563-us-supreme-court-travel-ban-briefing/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
,25/09/2017,rt,"Ahead of the Spartak Moscow versus Liverpool Champions League match in Moscow, RT Sport spoke exclusively to the Liverpool FC Moscow supporters group The MosKopites.",The MosKopites - Moscows Liverpool FC official supporters group,https://www.rt.com/sport/404560-liverpool-moscow-supporters-club/
RT,25/09/2017,rt,"Ahead of the Spartak Moscow versus Liverpool Champions League match in Moscow, RT Sport spoke exclusively to the Liverpool FC Moscow supporters group The MosKopites. Read Full Article at RT.com",The MosKopites - Moscow’s Liverpool FC official supporters group,https://www.rt.com/sport/404560-liverpool-moscow-supporters-club/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,25/09/2017,rt,Read Full Article at RT.com,"Pentagon urges N. Korea to stop provocative actions, will provide options to deal with Pyongyang",https://www.rt.com/usa/404553-pentagon-north-korea-provocative/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,"As President Donald Trump’s critics accused him of not doing enough to help Puerto Rico after it was hit by Hurricane Maria, a shocking new poll reveals that 47 percent of Americans don’t know the island’s 3.5 million residents are US citizens. Read Full Arti…",Many Americans unaware storm-stricken Puerto Rico is US territory - poll,https://www.rt.com/usa/404698-puerto-rico-poll-trump-hillary/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,Reigning Russian champions Spartak Moscow held English Premier League giants Liverpool to a 1-1 draw in their UEFA Champion League meeting Tuesday. Read Full Article at RT.com,‘I recognized a really good atmosphere!’ – Liverpool manager on Russian football fans,https://www.rt.com/sport/404697-spartak-liverpool-uefa-champion-league/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,"Telegram CEO Pavel Durov is facing criminal charges in Iran due to the encrypted messaging application’s popularity with terrorists, child pornographers and other criminal elements, Tehran prosecutor Abbas Jafari Dolatabadi has said. Read Full Article at RT.c…",Iran opens criminal case against Telegram messenger CEO Durov,https://www.rt.com/news/404696-iran-telegram-durov-charges/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,"Police chiefs are unimpressed with the NFL players ""taking a knee"" in protest over police brutality and have warned their officers not to participate, while threatening to burn NFL merchandise and boycott security. Read Full Article at RT.com",Police chiefs stage their own protest against NFL players,https://www.rt.com/usa/404695-police-chiefs-stage-protest-nfl/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,"Yet another attempt to repeal and replace the Obama-era Affordable Care Act has failed in Congress, as the Senate’s Republican leadership scrapped a vote on the latest initiative predicting that it would fail. Read Full Article at RT.com",‘We don’t have the votes’: Senate cancels vote on Obamacare repeal,https://www.rt.com/usa/404694-graham-cassidy-vote-obamacare-canceled/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
,26/09/2017,rt,"Yet another attempt to repeal and replace the Obama-era Affordable Care Act has failed in Congress, as the Senate’s Republican leadership scrapped a vote on the latest initiative predicting that it would fail.",We dont have the votes: Senate cancels vote on Obamacare repeal,https://www.rt.com/usa/404694-graham-cassidy-vote-obamacare-canceled/
RT,26/09/2017,rt,"Legal gaps and government negligence make the UK a safe haven for companies involved in illicit arms deals, Amnesty International says, adding that one of the “largest” alleged illegal arms supplies to South Sudan was brokered by a UK-based firm. Read Full Ar…",Regulatory loopholes make UK ‘hotspot’ for illegal arms trade – Amnesty,https://www.rt.com/uk/404693-uk-arms-trade-amnesty/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,"Floyd Mayweather must be running out of ways to spend his soaring cash. The 50-0 record holder commemorated his hard-earned retirement with a giant portrait of his final opponent, Conor McGregor. Read Full Article at RT.com",Floyd Mayweather debuts ginormous ‘timeless artwork’ of Conor McGregor in his home (PHOTO),https://www.rt.com/usa/404692-floyd-mayweather-debuts-ginormous-timeless/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,"One could be forgiven for thinking the shape of the Earth was established centuries ago – but now a rapper in the US is raising $200,000 in a bid to make certain of it once and for all. Read Full Article at RT.com",‘I’m looking for the curve’: US rapper raising funds to prove Flat Earth theory,https://www.rt.com/usa/404691-flat-earth-theory-bob-rapper/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,Warring lovers inadvertently attracted California police to a million dollar ‘magic mushroom’ mound when their arguing resulted in officers making an unexpected house call. Read Full Article at RT.com,Million dollar shroom den uncovered by police in California (PHOTOS),https://www.rt.com/usa/404690-shrooms-den-bust-california/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,Scuffles broke out between police and students outside the Sorbonne University in Paris where French President Emmanuel Macron was delivering a speech on the future of the EU. Read Full Article at RT.com,Scuffles break out at anti-Macron demo as French president speaks at Sorbonne (VIDEO),https://www.rt.com/news/404689-france-macron-rally-scuffles/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,"Over 200 women, many dressed in bridal gowns, joined the Brides March through Manhattan on Tuesday, an annual event aiming to draw public spotlight on the often hidden scourge of domestic violence. Read Full Article at RT.com",Unhappily ever after: 9Brides9 march in NYC against domestic violence,https://www.rt.com/usa/404688-nyc-brides-march-domestic-violence/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,"The Saudi King Salman has issued a decree ordering women to be allowed to drive, the Saudi state media reported. Under the conservative kingdom’s laws, women were banned from driving as of yet. Read Full Article at RT.com",Saudi King issues decree allowing women to drive - state TV,https://www.rt.com/news/404687-saudi-women-decree-drive/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,President Donald Trump urged the European Union to join in imposing sanctions on the government of Venezuelan President Nicolas Maduro during a news conference with Spain's prime minister at the White House.,Trump hopes EU joins imposing sanctions on Venezuela government (WATCH LIVE),https://www.rt.com/usa/404686-trump-eu-venezuela-sanctions/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,Read Full Article at RT.com,Kurdish leader says 9yes9 vote won independence referendum,https://www.rt.com/news/404685-kurdistan-independence-vote-yes/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
Mike Rivero,26/09/2017,rt,"The US-led coalition is underreporting the civilian casualty figures in Syria, the deputy director of terrorism and counterterrorism division at Human Rights Watch has told RT, criticizing the US9s secretive and insufficient self-investigation methods. On Sun…","Enough evidence of civilian deaths, US self-investigation of Syria strikes insufficient – HRW to RT",https://www.rt.com/news/404582-hrw-civilian-deaths-evidence/
RT,26/09/2017,rt,Hungary has pledged to obstruct Ukraine’s EU integration at every step after Kiev adopted a new education law which bans teaching children in any language other than Ukrainian. Ukraine’s neighbors call it a form of persecution of minorities. Read Full Article…,"No place for Ukraine in EU, Hungary says after Kiev outlaws education in minority languages",https://www.rt.com/news/404683-hungary-outraged-ukraine-education/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
Mike Rivero,26/09/2017,rt,"The Trump administration has announced sanctions against eight North Korean banks and 26 individuals, who the US says act as the banks’ representatives in various countries, including China, Russia, Libya and the United Arab Emirates.","US sanctions 8 North Korean banks, 26 individuals",https://www.rt.com/usa/404682-us-sanctions-north-korean-banks/
RT,26/09/2017,rt,"The Trump administration has announced sanctions against eight North Korean banks and 26 individuals, who the US says act as the banks’ representatives in various countries, including China, Russia, Libya and the United Arab Emirates.","US sanctions 8 North Korean banks, 26 individuals",https://www.rt.com/usa/404682-us-sanctions-north-korean-banks/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,26/09/2017,rt,"Formula 1 team Toro Rosso has replaced Russian driver Daniil Kvyat with young Frenchman Pierre Gasly “for the next Grands Prix,” the team has announced. Read Full Article at RT.com",Russian F1 driver Kvyat dropped by Toro Rosso ‘for next races’,https://www.rt.com/sport/404681-f1-kvyat-dropped-toro-rosso-gasly/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,27/09/2017,rt,Polish armed forces have staged air defense exercises which involved test launching surface-to-air missiles as part of yet another massive NATO drill held in response to what the West perceives as the growing “Russian threat.” Read Full Article at RT.com,Poland fires anti-air missiles as part of NATO Dragon 17 drills (VIDEO),https://www.rt.com/news/404822-poland-air-defense-drills/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
RT,27/09/2017,rt,"US President Donald Trump has rejected claims that Facebook ads got him elected, calling the social network part of the hostile mainstream media. Facebook, Twitter and Google have been summoned to testify before the US Senate Intelligence Committee. Read Full…",Trump says Facebook was ‘always’ against him as Senate summons social media,https://www.rt.com/usa/404821-trump-facebook-russia-election/?utm_source=rss&utm_medium=rss&utm_campaign=RSS
,27/09/2017,rt,"US President Donald Trump has rejected claims that Facebook ads got him elected, calling the social network part of the hostile mainstream media. Facebook, Twitter and Google have been summoned to testify before the US Senate Intelligence Committee.",Trump says Facebook was always against him as Senate summons social media,https://www.rt.com/usa/404821-trump-facebook-russia-election/
